annual_inc,bc_util,dti,num_accts_ever_120_pd,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bc_limit,avg_cur_bal,pct_tl_nvr_dlq,total_acc,int_rate,home_ownership,term,TARGET
53000,93.3,22.62,1,1,0,240415,5500,10600,97.3,38,21.67,OWN, 60 months,0
46000,97.4,39.34,0,0,0,138956,8500,14439,100,17,9.99,MORTGAGE, 36 months,0
56000,22.7,7.25,1,0,0,75707,34600,4656,100,20,12.69,MORTGAGE, 36 months,0
68540,16.4,20.4,0,0,0,607000,62500,41658,95.7,23,13.33,OWN, 36 months,0
44000,50,34.56,0,0,0,56173,15500,5193,100,42,16.55,RENT, 36 months,0
205000,78.5,13.6,0,0,0,430801,49900,33725,100,39,7.89,MORTGAGE, 36 months,1
150000,36.3,14.02,0,0,0,399771,29100,35770,95.2,42,9.99,MORTGAGE, 36 months,0
67000,94,35.2,0,0,0,90617,61700,7147,100,25,15.61,RENT, 36 months,0
27000,58.9,38.27,0,0,0,121500,21800,5005,100,35,9.17,MORTGAGE, 36 months,0
80000,28.5,9.92,0,0,0,40903,6200,2531,100,12,19.52,RENT, 36 months,0
175000,55.6,11.67,0,0,0,127462,112500,4037,97.8,47,6.39,RENT, 36 months,0
33000,67.4,19.71,0,1,0,23332,5000,957,100,42,6.39,MORTGAGE, 36 months,0
235000,94.3,27.63,0,0,0,1000865,73700,43795,100,35,17.57,MORTGAGE, 60 months,1
61000,0,15.4,0,0,0,167278,900,22353,100,12,24.99,OWN, 36 months,0
50000,6.3,16.4,0,0,0,304072,49300,14144,97.8,46,5.93,MORTGAGE, 36 months,0
125000,45.8,20.69,0,0,0,406892,19900,7838,98.8,85,7.89,MORTGAGE, 36 months,0
103000,68,22.6,0,0,0,345472,14650,22522,97,37,14.65,MORTGAGE, 36 months,0
42000,53.1,21.05,1,0,0,41421,5700,4160,66.7,12,13.99,RENT, 36 months,1
55000,40.5,34.7,0,0,0,160383,95800,4266,97.1,36,17.57,OWN, 36 months,0
150000,20.1,2.81,0,0,0,599500,45500,78092,100,19,13.99,MORTGAGE, 36 months,0
55000,28.9,22.91,2,0,0,233476,13400,9616,83.9,31,15.61,MORTGAGE, 36 months,0
120000,51.2,14.13,0,0,0,395574,3300,43043,86.7,15,19.52,MORTGAGE, 36 months,1
63000,79.8,20.82,4,0,0,45530,21000,3603,87.2,42,12.69,MORTGAGE, 36 months,1
30000,37.1,11.12,1,0,0,75506,22300,3895,96.3,28,7.89,RENT, 36 months,0
73000,76.2,16.67,0,0,0,109468,3000,10122,100,20,13.99,RENT, 36 months,0
103000,90.5,6.79,0,0,0,103297,20700,6363,97.2,39,12.29,RENT, 36 months,1
60000,39.2,11.66,0,0,0,489910,72100,37840,90.9,22,23.99,MORTGAGE, 60 months,0
78000,44.7,23.63,0,0,0,112177,36400,2461,100,31,7.89,RENT, 36 months,1
120000,58.5,13.57,1,0,0,227801,21200,8917,96.2,26,6.92,MORTGAGE, 36 months,0
33000,58.8,29.38,0,0,0,45586,16100,3384,100,19,22.99,OWN, 60 months,0
268000,61.6,7.01,0,0,0,764396,39000,78114,100,43,12.69,OWN, 60 months,0
135000,67.6,34.87,0,0,0,883644,76200,25386,98.3,60,17.57,MORTGAGE, 60 months,0
53000,0,12.84,0,0,0,139944,1500,18983,95.5,22,12.69,MORTGAGE, 60 months,1
36000,19.3,19.23,2,0,0,46193,4700,4565,78.9,19,10.99,RENT, 36 months,1
54000,38.1,4.89,2,1,0,180083,13200,13289,95.2,52,18.84,MORTGAGE, 60 months,0
60000,41.2,8.94,0,0,0,169539,45400,16120,100,16,16.55,MORTGAGE, 36 months,1
31000,94.5,18.51,0,0,0,15124,4900,2602,100,15,13.33,RENT, 36 months,0
62256,0.9,18.85,1,1,0,131351,5800,11171,97.9,61,13.99,MORTGAGE, 36 months,0
72000,2.5,14.02,1,0,0,62462,6200,2438,82.9,36,6.68,RENT, 36 months,1
110000,84.6,28.78,0,0,0,344323,35000,11561,100,71,13.99,MORTGAGE, 36 months,0
33877.6,47.1,24.73,0,0,0,33375,7700,1035,92.3,26,17.86,RENT, 36 months,1
56000,98.1,39.46,0,0,0,65440,17500,3085,100,31,18.25,RENT, 60 months,0
56900,95.1,23.08,1,0,0,204990,22600,13269,87,23,13.99,MORTGAGE, 60 months,1
260000,11.2,5.82,0,0,0,701131,39700,111631,85.7,14,12.29,MORTGAGE, 36 months,0
57000,48.1,21.89,0,0,0,146056,22800,11778,100,22,15.61,OWN, 60 months,0
37000,87.1,3.67,0,0,0,9694,3300,2619,100,4,13.99,RENT, 36 months,0
77000,78.9,18.27,0,1,1,50178,7200,4204,100,14,7.89,RENT, 36 months,0
82000,85.9,22.28,0,0,0,514750,83600,59288,84.2,19,16.55,MORTGAGE, 60 months,0
92400,76.2,10.36,5,0,0,208301,5900,17471,89.1,47,12.69,MORTGAGE, 60 months,0
49000,37.5,20.92,2,0,0,54243,7400,3419,82.4,36,9.17,RENT, 36 months,0
70200,82.2,10.07,0,0,0,109023,7600,7900,100,19,11.53,RENT, 36 months,0
45000,86.4,37.81,0,0,0,63931,2300,3646,100,22,13.99,MORTGAGE, 36 months,1
42000,39.5,12.77,1,0,0,102203,5800,17685,92.9,14,17.57,MORTGAGE, 60 months,0
75000,96.5,21.28,0,0,0,200991,18800,13293,100,24,21.67,MORTGAGE, 60 months,0
108000,30.8,10.67,0,0,0,347289,31800,17839,100,39,5.93,MORTGAGE, 36 months,0
91000,55.8,19.95,3,0,0,102185,42700,5007,88.2,34,9.17,RENT, 60 months,0
180000,78.2,3.64,0,0,0,436445,9000,100643,63.6,11,10.99,MORTGAGE, 60 months,0
62000,35.8,15.13,0,0,0,114744,84500,3707,100,39,9.99,RENT, 60 months,0
150000,60,20.86,0,0,0,151632,108200,6123,97,34,9.99,RENT, 36 months,1
53000,36.2,17.75,0,0,0,305389,22000,27414,100,29,12.29,RENT, 36 months,0
72000,75.5,31.65,0,0,0,340169,31200,17744,100,46,6.68,MORTGAGE, 36 months,0
74500,97.8,33.07,0,1,0,76248,13200,5409,100,14,14.65,RENT, 36 months,1
35000,99.8,6.48,0,0,0,10500,7500,1322,100,12,20.49,RENT, 60 months,0
42000,93.5,28.29,2,0,0,45176,1800,9178,89.5,20,17.86,RENT, 36 months,1
145000,30,16.21,4,0,0,233280,4000,15307,81,25,20.49,RENT, 60 months,1
50000,89.9,5.3,0,0,1,6400,3600,1135,100,8,9.17,RENT, 36 months,0
45000,0.9,20.27,0,0,0,181310,54900,10659,100,12,14.65,MORTGAGE, 60 months,0
1.00E+05,1.5,21.9,1,0,0,126433,8800,8860,96.2,52,10.99,RENT, 36 months,0
62000,19.4,16.47,0,1,0,59618,7200,1968,100,44,6.92,RENT, 36 months,0
95000,40.2,12.34,2,0,0,79600,49100,1712,95.8,48,7.89,MORTGAGE, 36 months,0
105000,5.6,19.66,0,0,1,361436,5100,27978,94.4,18,8.18,MORTGAGE, 36 months,0
130000,11.6,0.9,0,0,0,355450,13700,47355,100,19,6.68,MORTGAGE, 36 months,0
104000,97.3,25.58,0,0,0,216121,27000,19280,100,27,17.86,MORTGAGE, 60 months,1
108000,60.7,10.51,1,0,0,58804,27600,3820,94.4,18,9.99,RENT, 36 months,0
60000,13.1,24.3,2,0,0,94415,49100,1675,95,40,17.57,RENT, 36 months,0
85084,54,30.85,0,0,0,347596,28700,18995,97.8,45,14.65,MORTGAGE, 60 months,1
69000,51.1,18.63,0,0,0,198495,50700,11478,100,24,8.18,MORTGAGE, 36 months,0
37000,2.9,3.24,0,0,0,48100,41000,119,100,23,6.68,MORTGAGE, 36 months,0
53000,39.2,17.07,1,0,0,234319,0,33524,78.9,20,12.69,MORTGAGE, 36 months,1
115000,81.5,19.68,1,0,0,488360,15900,39108,92.1,38,8.18,MORTGAGE, 36 months,0
36000,98.8,7.37,0,0,0,6400,6400,1581,100,5,20.49,RENT, 60 months,1
225000,25.2,8.25,0,0,0,1591124,94000,134631,100,29,12.69,MORTGAGE, 60 months,0
37000,43,22.77,0,0,0,91508,50800,3789,100,30,6.39,RENT, 36 months,0
42764,81,23.83,0,0,0,180562,15300,8169,100,53,13.33,MORTGAGE, 36 months,0
90000,35.9,22.16,0,1,0,269164,6400,17280,97.2,45,13.99,MORTGAGE, 36 months,0
77000,50.1,13.23,0,0,0,117858,1500,5380,92.9,28,12.69,MORTGAGE, 36 months,1
80000,97.5,10.53,1,0,0,53194,17000,2552,95.5,22,13.99,RENT, 36 months,0
12000,57.2,19,0,0,0,6100,2500,375,100,8,9.99,MORTGAGE, 36 months,0
85000,44.1,12.11,1,0,0,224104,41500,24866,91.7,36,17.86,MORTGAGE, 60 months,0
46000,95.9,6.42,0,0,0,10500,9200,1681,100,7,12.29,RENT, 36 months,1
53000,37.4,29.62,0,0,0,171555,3300,19765,100,10,15.61,MORTGAGE, 36 months,0
59000,67.5,20.59,0,1,0,173246,21900,9110,100,28,12.29,MORTGAGE, 60 months,0
32000,29.3,28.24,0,0,0,57700,31600,1809,100,20,13.99,RENT, 36 months,0
35000,38.9,10.19,0,1,0,124557,8200,10721,100,40,9.17,MORTGAGE, 36 months,0
135000,93.4,7.22,0,0,0,31328,14000,8851,100,4,9.99,RENT, 36 months,0
55000,69.8,15.75,0,0,0,188168,5200,20638,94.1,17,7.89,MORTGAGE, 36 months,0
85000,95.5,16.01,0,0,0,52553,7000,8599,100,8,16.55,RENT, 36 months,0
100400,21.9,5.72,0,0,0,404121,108900,22674,100,22,7.89,MORTGAGE, 60 months,0
80000,48,27.57,0,0,0,383833,30575,12076,91,34,16.99,MORTGAGE, 36 months,1
50000,35.7,19.51,3,0,0,240062,7500,22287,90.6,32,11.53,MORTGAGE, 60 months,0
103590,99.1,14.87,0,0,0,59100,34000,14237,100,12,15.61,RENT, 60 months,0
40000,87,9.99,0,1,0,9556,2600,774,83,18,17.86,RENT, 36 months,0
92000,97.9,6.78,0,0,0,58400,8000,13617,100,11,15.61,MORTGAGE, 60 months,0
50000,65.8,12.19,0,0,0,43800,24300,1142,96.4,29,9.17,RENT, 36 months,0
70000,58.4,18.24,0,0,0,277292,20600,14422,90.6,32,6.92,MORTGAGE, 36 months,0
91657,12.9,12.11,0,0,0,304200,65000,12487,100,37,7.89,MORTGAGE, 60 months,0
50000,8.8,25.3,3,1,0,68100,30600,3215,87.9,33,10.99,MORTGAGE, 36 months,0
50000,46.5,38.36,1,0,0,230884,24500,15389,95.2,21,17.57,MORTGAGE, 60 months,0
138100,13.5,6.73,5,0,0,408432,13900,41610,76.5,27,7.89,MORTGAGE, 36 months,0
110000,44.5,17.94,0,0,0,87399,22400,4522,100,32,6.92,RENT, 36 months,0
77000,89.7,24.13,0,0,0,229158,16600,22287,94.1,17,20.49,MORTGAGE, 60 months,0
120000,98.4,15.68,1,0,0,123113,18500,7847,97.5,41,14.65,MORTGAGE, 36 months,0
55000,56.7,21.6,0,0,0,148395,9400,8831,100,23,6.39,MORTGAGE, 36 months,0
31000,75.3,10.57,0,0,0,95378,7500,4916,100,24,9.17,MORTGAGE, 36 months,0
25000,19,34.66,0,0,0,48125,13900,1547,100,18,17.57,OWN, 36 months,1
85000,85,18.55,0,0,0,188905,3700,5830,91,53,17.86,MORTGAGE, 36 months,0
87000,96.8,37.85,0,0,0,240868,40400,14876,100,22,16.99,MORTGAGE, 60 months,0
76960,99.8,29.06,0,0,0,232457,32800,18357,100,26,13.99,MORTGAGE, 36 months,1
64800,81.8,23.74,0,1,0,87012,13300,6873,100,35,11.53,RENT, 36 months,0
77580,49.4,10.22,0,1,0,268838,6700,32595,100,52,15.61,MORTGAGE, 36 months,1
95000,88,12.67,0,0,0,56837,16600,3851,90,21,11.53,RENT, 36 months,0
32000,23.7,12.42,0,1,0,107254,14500,8753,100,36,6.39,MORTGAGE, 36 months,0
75000,58.5,15.23,1,0,0,43268,10500,4947,94.4,18,7.89,RENT, 36 months,0
65000,61.7,29.28,0,0,0,97049,39300,4497,100,29,20.49,MORTGAGE, 36 months,1
112000,21.9,3.56,1,1,0,369400,11300,22684,94.3,35,6.92,MORTGAGE, 36 months,0
58000,12.8,9.79,0,0,0,200200,8000,26918,100,16,6.92,MORTGAGE, 36 months,0
28000,74.2,9.6,0,0,0,10400,7300,993,100,9,12.69,RENT, 36 months,0
165000,72.8,18.6,1,0,0,495337,34300,33413,98.1,55,6.39,MORTGAGE, 36 months,0
106313,83.9,14.97,0,0,0,327103,33700,32163,90,21,12.69,MORTGAGE, 36 months,0
49000,92.2,16.12,0,0,0,29991,4100,4219,100,13,6.92,MORTGAGE, 36 months,0
41000,1.2,17.97,2,0,0,44104,11400,1634,93.9,33,13.33,RENT, 36 months,0
45000,24.3,31.94,0,0,0,84800,22300,3615,100,27,15.61,RENT, 60 months,0
50000,46.4,6.7,0,0,1,279559,26200,49075,100,11,11.53,MORTGAGE, 60 months,0
68000,42,5.03,0,0,0,78545,10100,3539,100,20,17.57,RENT, 36 months,1
65000,85.4,12.81,1,1,0,147392,3500,15461,92,27,19.52,RENT, 60 months,1
185000,35.4,7.36,2,0,0,124348,47700,5042,88.9,18,6.39,RENT, 36 months,0
65000,78.8,7.96,0,0,0,18642,11000,5297,100,20,12.69,MORTGAGE, 36 months,0
68000,99.1,21.23,0,0,0,46000,24000,9392,100,27,17.86,RENT, 36 months,1
46000,97.2,17.19,0,0,0,37829,11600,2040,94.1,17,7.89,OWN, 36 months,0
120000,66,14.33,0,0,0,518223,15900,29155,100,23,6.39,MORTGAGE, 36 months,0
45000,94,15.84,0,1,0,16070,5800,640,85,33,15.61,MORTGAGE, 36 months,1
41000,57.4,17.42,0,1,0,79763,17000,4690,100,35,7.89,RENT, 36 months,0
84000,24.1,13.28,0,0,0,294992,30900,14989,100,22,8.18,MORTGAGE, 60 months,0
91000,34,14.53,0,0,0,287671,0,40002,98,52,13.33,MORTGAGE, 36 months,0
71000,48.1,27.06,1,1,0,322513,21600,10714,98.6,69,17.86,MORTGAGE, 36 months,0
90000,40.3,14.2,2,0,1,44300,16600,2723,85.2,27,13.33,RENT, 36 months,0
32900,97.8,25.14,0,0,0,109225,7500,6649,100,33,10.99,MORTGAGE, 36 months,0
19200,9.2,38.38,0,0,0,90621,52300,1197,100,56,15.61,RENT, 36 months,0
35657,58.6,20.09,2,0,0,41516,23000,1298,88.9,27,10.99,RENT, 36 months,1
60000,36.9,13.52,0,0,0,76105,35100,3166,92.3,13,9.99,RENT, 60 months,0
40000,64.3,23.67,0,0,0,155438,18700,10969,100,20,10.99,RENT, 36 months,0
60000,90.7,18.06,0,0,0,35500,16700,3557,100,14,15.61,RENT, 36 months,0
70000,59.1,17.4,0,0,0,50002,8900,2892,100,15,13.99,RENT, 36 months,1
49000,97.3,18.61,0,1,0,30200,1700,1116,100,44,18.25,OWN, 60 months,1
81000,13.5,14.58,0,0,0,81239,28000,3746,100,23,19.52,RENT, 60 months,0
41000,74.1,9.95,3,0,0,105695,3700,9981,83.3,18,9.17,MORTGAGE, 36 months,0
44000,96.6,21.14,0,0,0,43710,4200,5211,93.3,15,16.99,RENT, 36 months,0
34800,31,20.9,0,0,0,156037,12300,15927,91.7,12,9.99,MORTGAGE, 60 months,0
60000,68.1,26.44,0,0,0,114848,14800,6672,100,37,16.99,MORTGAGE, 60 months,0
25000,66.8,8.11,0,0,0,36825,7000,3020,100,12,17.57,RENT, 36 months,1
144663,95.5,20.38,0,0,0,276560,3600,17179,95.6,45,15.61,MORTGAGE, 36 months,0
29000,37.5,26.7,1,0,0,41469,2500,3874,96.6,29,13.99,RENT, 36 months,0
21000,5.7,32.23,0,0,0,88200,58600,456,95,60,9.99,OWN, 36 months,0
50000,9.7,13.7,0,0,0,90978,28900,2585,100,27,6.39,RENT, 36 months,0
67500,33.6,10.93,2,0,0,31167,900,938,87.5,16,15.61,RENT, 36 months,0
52000,25.6,21.86,0,0,0,86806,17800,2239,100,29,16.55,RENT, 60 months,0
70000,63.3,19.8,0,1,0,69370,30500,2973,100,26,24.5,MORTGAGE, 60 months,0
45000,92.7,20.32,0,0,0,38849,6000,4272,90.5,21,11.53,RENT, 36 months,0
1.00E+05,91,11.32,1,0,5,395700,6075,19971,74,23,20.49,MORTGAGE, 60 months,1
1.00E+05,61.7,24.96,0,0,0,113298,53000,4536,96.7,30,12.29,MORTGAGE, 36 months,0
75000,7,11.9,3,0,0,324165,4100,17559,93,45,12.29,MORTGAGE, 60 months,0
35000,96.5,11.59,0,0,0,14850,4800,1579,100,8,21.67,RENT, 60 months,0
1.00E+05,87.4,27.81,0,0,0,385058,35000,22343,100,27,10.99,MORTGAGE, 36 months,0
66000,77.7,14.89,0,0,0,205592,27200,25271,100,16,6.39,MORTGAGE, 36 months,0
54000,62,10.76,0,0,0,35852,11600,2686,100,12,12.69,RENT, 36 months,0
43000,73.6,14.46,0,0,0,30662,4500,3033,75,16,16.99,RENT, 36 months,1
48000,0,15.05,0,0,0,41225,5000,2954,91.7,13,16.99,MORTGAGE, 36 months,0
98000,64.3,3.26,0,0,0,107373,2800,10484,96.9,32,10.99,MORTGAGE, 36 months,0
105000,93.1,22.03,1,0,0,198552,3900,5457,100,91,13.99,RENT, 36 months,0
60000,36.3,22.52,5,0,0,37144,17500,1588,80,26,15.61,RENT, 36 months,1
43000,0,18.03,0,1,0,239888,15300,34589,100,12,6.68,MORTGAGE, 36 months,0
75000,98.3,12.8,0,0,0,268680,18000,27817,100,21,9.99,OWN, 36 months,0
76000,100.4,9.33,0,0,0,22500,18500,4791,100,11,14.65,RENT, 36 months,1
90000,87,9.08,0,0,0,45311,12000,1233,100,18,12.69,RENT, 36 months,0
58500,85.6,27.61,0,0,0,136881,11000,8987,100,17,6.92,RENT, 36 months,0
95000,77.1,5.1,1,0,0,58682,7500,4557,95.7,34,9.99,RENT, 36 months,0
19342.8,92.1,26.88,0,1,0,29800,13400,2104,100,11,18.84,RENT, 36 months,1
32000,23.1,12.72,0,0,0,166950,3600,30767,100,17,6.68,MORTGAGE, 36 months,0
67200,48.9,28.46,0,0,0,435299,99700,38262,100,21,6.39,MORTGAGE, 36 months,0
60000,27.2,6.03,0,0,0,192513,35000,9500,100,32,6.68,MORTGAGE, 36 months,0
1.00E+05,90.4,23.81,0,0,0,242848,30200,14207,100,31,8.18,OWN, 60 months,0
47000,19.8,32.18,0,1,0,153581,11300,16693,100,15,16.99,RENT, 60 months,0
55000,57.6,20.12,1,0,0,204479,10600,14354,94.4,18,13.99,MORTGAGE, 36 months,0
60000,70.6,15.18,0,0,0,237671,21500,24081,93.1,30,12.69,MORTGAGE, 36 months,0
70000,3.2,2.57,0,0,0,92700,86100,265,100,16,21.67,RENT, 60 months,0
25000,0.6,2.74,4,1,0,13900,13900,14,92.9,22,12.69,RENT, 36 months,0
45000,66.6,9.67,9,0,0,28202,2100,2335,43.7,16,18.84,RENT, 36 months,0
43000,40.1,29.86,3,0,0,157900,12700,21268,52.9,17,9.17,MORTGAGE, 36 months,1
120000,65.9,19.64,0,0,0,374486,61400,8086,100,74,11.53,MORTGAGE, 36 months,0
90000,95.9,21.74,0,0,0,356964,12100,49001,100,15,11.53,MORTGAGE, 60 months,0
70000,84.5,31.53,0,0,0,233992,20200,19395,100,33,18.84,MORTGAGE, 60 months,0
87500,99.8,22.27,0,0,0,319822,35800,20551,100,47,13.33,MORTGAGE, 36 months,1
160000,36,14.19,0,0,0,138625,61900,2815,100,44,5.93,RENT, 36 months,0
70000,101.2,15.1,0,0,0,99253,14600,12374,100,15,9.99,MORTGAGE, 36 months,0
35000,79.3,17.04,1,0,0,18200,11100,1460,77.8,18,13.99,OWN, 36 months,0
47000,17.5,12.64,1,0,0,22450,12200,1036,96.3,27,6.92,RENT, 36 months,0
1.00E+05,85.3,17.51,2,0,0,113455,23600,11896,83.3,18,12.69,RENT, 60 months,0
33600,50.1,31.39,1,0,0,58772,11000,2737,94.7,38,11.53,RENT, 36 months,1
150000,75,26.29,0,0,0,670222,49355,19415,100,57,14.65,OWN, 60 months,0
63000,9.1,15.56,0,2,0,57660,7500,3956,100,34,6.39,RENT, 36 months,0
155000,55.6,28.4,0,0,0,543116,33100,17719,100,42,12.29,MORTGAGE, 60 months,0
53000,13.9,11.28,0,0,0,22150,9700,2220,96.2,26,6.92,RENT, 36 months,0
41000,95.3,27.21,1,0,0,45185,10000,2307,94.4,18,15.61,RENT, 36 months,1
104000,98,21.07,2,0,0,337149,18000,39635,84,25,17.86,RENT, 36 months,1
32100,61.1,18.21,0,0,0,45461,2300,3261,100,11,12.69,RENT, 36 months,0
50000,71.7,16.65,0,0,0,62221,53100,2975,100,38,21.67,RENT, 60 months,0
31000,88.6,20.71,0,0,0,229172,10300,27264,100,14,17.57,MORTGAGE, 36 months,1
90740,34.6,21.23,0,0,0,103794,34300,3328,100,29,6.92,RENT, 36 months,0
75000,69.8,34.8,1,1,0,271136,33100,11549,90.9,34,21.67,MORTGAGE, 60 months,1
61500,39.4,27.5,0,0,0,107642,12200,6656,96.4,28,9.17,RENT, 60 months,0
72612,10.7,10.42,0,0,0,486030,235800,8724,100,56,5.93,MORTGAGE, 36 months,0
125000,85.4,21.98,0,0,0,277025,60500,27733,100,19,17.86,MORTGAGE, 36 months,1
80000,60.1,30.79,0,0,0,362234,41200,26154,97,33,9.99,MORTGAGE, 36 months,0
60000,29,11.79,0,0,0,53855,16000,1707,92.6,27,6.92,RENT, 36 months,0
65000,79.4,8.31,0,1,0,18900,3900,817,100,32,12.69,MORTGAGE, 36 months,0
57000,8.6,19.97,0,1,0,61813,11000,2825,100,24,10.99,OWN, 36 months,0
80000,20.2,10.32,0,0,0,322960,68400,6827,97.9,48,6.68,MORTGAGE, 36 months,0
49000,43.2,21.04,0,0,0,40225,18000,959,100,29,7.89,RENT, 36 months,0
58000,75.3,3.21,0,0,0,8000,8000,1506,87.5,8,12.29,RENT, 36 months,1
57000,99.2,17.47,0,1,0,168188,3200,13680,100,28,15.61,MORTGAGE, 36 months,0
42000,81.6,27.42,3,0,0,215161,8300,12964,94.2,52,16.99,MORTGAGE, 36 months,0
40000,55.5,33.3,0,0,0,154892,13000,19639,100,16,12.69,MORTGAGE, 36 months,1
155000,52.6,18.79,0,0,0,157559,41900,5378,100,48,11.53,RENT, 36 months,1
51000,36.1,15.86,2,0,0,61542,20700,3899,89.2,37,17.57,OWN, 60 months,0
56000,87,23.23,0,0,0,308035,17900,25165,90.3,31,7.89,MORTGAGE, 36 months,0
24000,22.3,14.4,0,0,0,64600,64600,1803,100,28,11.53,OWN, 36 months,0
53000,37.6,17.93,0,0,0,53377,18200,5173,100,10,7.89,RENT, 36 months,0
51933,31.9,10.33,0,0,0,25900,11200,2692,100,10,10.99,RENT, 36 months,0
20000,50.5,31.81,0,0,0,49934,6500,4642,100,11,15.61,RENT, 36 months,0
110000,30.4,10.43,0,0,0,388479,18700,32733,100,24,7.89,MORTGAGE, 60 months,0
73000,2,18.36,1,0,0,189925,9500,14128,84.2,38,13.99,MORTGAGE, 36 months,0
42500,96.6,10.87,0,0,0,181325,14800,7886,98.2,59,14.65,RENT, 36 months,0
75000,33.4,29.26,0,0,0,252180,68300,14571,97,35,5.93,MORTGAGE, 36 months,0
42000,65.9,30.71,0,1,0,58690,5800,3622,94.7,22,14.65,MORTGAGE, 36 months,0
40000,6.7,32.07,0,0,0,88608,12500,1770,94.9,39,16.99,OWN, 60 months,0
60000,62.3,23.62,1,0,2,246446,20200,23749,94.7,19,10.99,MORTGAGE, 60 months,0
76000,83.7,12.98,0,0,0,29109,0,6593,96.2,26,12.29,RENT, 36 months,1
174000,5.2,1.45,0,1,3,19000,12500,49,100,26,12.29,MORTGAGE, 36 months,0
110000,91.1,19.01,0,0,1,98790,18100,3162,96.6,29,12.69,RENT, 36 months,1
58000,79.4,27.21,0,0,0,71624,19000,3885,100,33,17.86,RENT, 60 months,1
94000,86.6,15.75,0,0,0,175533,14600,14122,100,28,6.92,MORTGAGE, 36 months,0
50000,59.8,12.7,0,0,0,20000,9000,3002,100,6,8.18,RENT, 36 months,0
1.00E+05,34.3,16.43,0,0,0,108586,56300,1882,98.2,57,18.84,RENT, 60 months,1
61000,60.2,28.62,0,0,0,99560,15000,6708,96.3,27,13.33,RENT, 60 months,0
120000,32.7,14.1,1,0,0,415618,21500,27537,90.5,21,25.83,MORTGAGE, 60 months,1
180000,97,14.99,0,0,0,132340,48000,12656,97.1,35,14.65,MORTGAGE, 36 months,0
75000,67.9,24.94,0,1,0,242825,20400,13505,100,23,16.99,MORTGAGE, 36 months,0
1.00E+05,18.5,2.12,0,0,0,12000,9600,225,100,29,13.33,RENT, 36 months,0
68000,2.2,12.14,7,0,1,68696,600,4504,75.8,40,12.69,RENT, 36 months,0
65000,27.8,35.47,0,0,0,242600,72700,11381,95.8,25,12.29,MORTGAGE, 36 months,0
36000,23.4,2.93,0,0,0,13700,13100,1086,100,4,7.89,RENT, 36 months,0
68000,98.2,25.22,0,0,0,317762,53000,27140,100,23,9.99,MORTGAGE, 36 months,0
19000,15.5,6.95,0,0,0,51400,19900,2032,100,28,13.33,RENT, 36 months,0
50000,88.4,9.63,0,0,0,284400,10900,38639,94.7,19,11.53,MORTGAGE, 36 months,0
75000,89.6,29.46,1,0,0,381602,9500,23687,100,20,12.29,MORTGAGE, 36 months,0
25000,83.8,36.77,3,0,0,35468,9500,2427,68.4,19,12.69,RENT, 36 months,1
297000,91.5,9.53,1,0,0,169222,32200,10638,75,16,7.89,RENT, 36 months,1
115000,61.8,20.87,0,0,0,545598,61600,36384,100,29,5.93,MORTGAGE, 36 months,0
75000,26.7,16.11,0,0,0,235591,59900,12829,100,21,10.99,MORTGAGE, 60 months,0
77000,7.5,14.14,3,0,0,69096,17600,2827,72.2,38,6.39,RENT, 36 months,0
89616,97,23.33,0,0,0,51400,14700,4381,95.7,23,12.29,RENT, 36 months,0
36000,4.8,28.93,0,0,0,50581,4000,3932,80,25,25.8,OWN, 60 months,0
165000,0.4,9.83,0,0,0,668719,66700,34473,90.5,48,5.93,MORTGAGE, 36 months,0
33000,88.7,23.82,0,0,0,36846,9800,3384,100,9,20.49,RENT, 36 months,0
50000,20.7,25.35,2,0,0,158087,10300,19605,90.5,21,12.29,MORTGAGE, 36 months,0
82000,69.9,18.54,0,0,0,284976,0,36053,89.7,29,6.68,MORTGAGE, 36 months,1
78000,44.7,5.35,0,0,0,147023,12000,5350,92.5,53,7.89,MORTGAGE, 36 months,0
30000,36,24.68,0,0,0,45245,32500,2083,100,20,9.99,RENT, 36 months,1
40000,83,20.22,0,0,0,287068,4600,35934,70.6,17,21.67,MORTGAGE, 36 months,0
60000,74.2,11.48,0,0,0,136770,4800,8597,100,25,16.99,MORTGAGE, 36 months,1
90000,27.7,4.88,1,0,0,77237,28500,5958,97.4,38,7.89,RENT, 36 months,0
35000,11.1,10.43,3,0,0,19500,6600,1113,82.6,25,13.33,RENT, 36 months,0
37000,19.4,27.8,0,0,0,276938,60200,11750,97.7,44,8.18,MORTGAGE, 36 months,0
150000,58,19.29,0,0,0,127000,60300,8259,100,13,9.17,RENT, 60 months,0
138000,37.1,11.7,0,0,0,114985,56200,4287,94.9,39,17.86,OWN, 60 months,0
125000,94.5,25.64,0,0,0,333853,33000,23959,95.2,21,18.25,MORTGAGE, 60 months,1
65000,18,23.57,0,0,0,476694,94600,10602,100,59,8.18,MORTGAGE, 60 months,0
33500,37,14.37,0,0,0,122184,12600,4425,100,44,7.89,RENT, 36 months,0
27000,33.9,26.76,0,0,0,33156,12000,2865,100,12,16.99,RENT, 36 months,0
67000,53.4,29.09,0,0,0,67687,4900,5809,95.7,23,25.57,RENT, 60 months,1
92100,97.3,12.46,0,0,0,38800,5700,2165,93.7,33,12.29,RENT, 36 months,0
